Id,Text,Topic,processed_Text
3,"<p>While there is already a <a href=""https://codereview.stackexchange.com"">Code Review</a> site, there aren't many questions there about shader code, and I feel that those kinds of questions would attract more attention here.</p>

<p>Should reviewing shader code be on-topic?</p>
",ComputerGraphicmeta,already site many questions shader code feel kinds questions would attract attention reviewing shader code topic
3,"<p>A lot of computer graphics is animated, so I'd expect that many questions and answers will benefit from actually having an animation included in the post. Of course, sometimes a GIF might do, but more often than not we probably want decent (and maybe longer) videos, so I think linking to YouTube will be fairly common (and <a href=""https://computergraphics.stackexchange.com/q/1/16"">the very first question</a> already did).</p>

<p>We know from <a href=""https://gaming.meta.stackexchange.com/a/10709/86987"">Arqade</a> and some other SE sites, that YouTube embedding is an existing feature that just needs to be activated for a site. You can see it <a href=""https://gaming.stackexchange.com/a/21642/86987"">in action here</a>.</p>

<p>If the community agrees that this would be beneficial for this site, we could ask the devs to activate it here as well.</p>

<p><strong>Do we want YouTube embedding?</strong></p>
",ComputerGraphicmeta,lot computer graphics animated would expect many questions answers benefit actually animation included post course sometimes gif might often probably want decent maybe longer videos think linking youtube fairly common already know se sites youtube embedding existing feature needs activated site see community agrees would beneficial site could ask devs activate well want youtube embedding
3,"<p>I understand that using apps is not on topic but is asking question about programming in these environments on topic? I mean is programming with Maya, 3DS MAX, Blender, Modo etc. </p>

<p>If it is on topic, or partially on topic what kinds of restrictions do we expect to have to follow? Certainly doing QT GUI's for maya is off topic is it not, whereas making a shader, manipulating the renderer implementing a new shape or so might be on topic.</p>
",ComputerGraphicmeta,understand using apps topic asking question programming environments topic mean programming maya 3ds max blender modo etc topic partially topic kinds restrictions expect follow certainly qt gui maya topic whereas making shader manipulating renderer implementing new shape might topic
3,"<p>StackOverflow is constantly battling tag-granularity issues. Things like <a href=""https://computergraphics.stackexchange.com/questions/tagged/jquery-ui"" class=""post-tag"" title=""show questions tagged &#39;jquery-ui&#39;"" rel=""tag"">jquery-ui</a> vs <a href=""https://computergraphics.stackexchange.com/questions/tagged/jquery"" class=""post-tag"" title=""show questions tagged &#39;jquery&#39;"" rel=""tag"">jquery</a>, etc.</p>

<p>How fine-grained should CG.SE's tags be?</p>

<ul>
<li><a href=""https://computergraphics.stackexchange.com/questions/tagged/buffer"" class=""post-tag"" title=""show questions tagged &#39;buffer&#39;"" rel=""tag"">buffer</a> vs <a href=""https://computergraphics.stackexchange.com/questions/tagged/depth-buffer"" class=""post-tag"" title=""show questions tagged &#39;depth-buffer&#39;"" rel=""tag"">depth-buffer</a> + <a href=""https://computergraphics.stackexchange.com/questions/tagged/stencil-buffer"" class=""post-tag"" title=""show questions tagged &#39;stencil-buffer&#39;"" rel=""tag"">stencil-buffer</a> + ...</li>
<li><a href=""https://computergraphics.stackexchange.com/questions/tagged/shader"" class=""post-tag"" title=""show questions tagged &#39;shader&#39;"" rel=""tag"">shader</a> vs <a href=""https://computergraphics.stackexchange.com/questions/tagged/fragment-shader"" class=""post-tag"" title=""show questions tagged &#39;fragment-shader&#39;"" rel=""tag"">fragment-shader</a> + <a href=""https://computergraphics.stackexchange.com/questions/tagged/vertex-shader"" class=""post-tag"" title=""show questions tagged &#39;vertex-shader&#39;"" rel=""tag"">vertex-shader</a> / <a href=""https://computergraphics.stackexchange.com/questions/tagged/hlsl-shader"" class=""post-tag"" title=""show questions tagged &#39;hlsl-shader&#39;"" rel=""tag"">hlsl-shader</a> + <a href=""https://computergraphics.stackexchange.com/questions/tagged/glsl-shader"" class=""post-tag"" title=""show questions tagged &#39;glsl-shader&#39;"" rel=""tag"">glsl-shader</a></li>
</ul>

<p>What is the authoritative answer on this?</p>
",ComputerGraphicmeta,stackoverflow constantly battling tag granularity issues things like vs etc fine grained cgse tags vs vs authoritative answer
3,"<p>No, not really. It encourages questions of the kind how do i do this that do not always work out as valuable contribution. I see something like webgl integration as much more useful. Tough link to a test suffices in my opinion.</p>

<p>Adding a lot of features builds up bloat, and certainly asking for stuff has a cost. So i would be more in favour of asking for Latex support, as much more useful for the community and post reading than quick you tube integration (Google tracking integration :).</p>

<p>So while i dont really object super much i think it may be unnecessary.</p>
",ComputerGraphicmeta,really encourages questions kind always work valuable contribution see something like webgl integration much useful tough link test suffices opinion adding lot features builds bloat certainly asking stuff cost would favour asking latex support much useful community post reading quick tube integration google tracking integration nt really object super much think may unnecessary
3,"<p>If I got the <em>vibe</em> of the Area51 proposal that I thought I did, this stack is for computer graphics <strong>theory</strong>, <strong>research</strong>, <strong>programming</strong>, <strong>implementation</strong>, and anything similar to such focuses.</p>

<p>As such, there would be quite a bit of overlap if it included app-specific <em>modeling</em> questions in general.</p>

<hr>

<p>As far as scripting environments within specific modeling applications, ask yourself some of these:</p>

<ul>
<li>Does the question pertain to how a fundamental computer graphics concept works? <strong>OK</strong></li>
<li>Does the question pertain to how a specific function of a modeling application works? <strong>NOT OK</strong></li>
<li>Does the question pertain to why a visual defect is occurring <em>from suspect code</em>? <strong>OK</strong></li>
<li>Does the question pertain to why a visual defect is occurring <em>due to a potential bug in a modeling application</em>? <strong>NOT OK</strong></li>
<li>Does the question ask about lighting concepts, lighting-related shader code, lighting defects from resulting code, etc? <strong>OK</strong></li>
<li>Does the question ask about modeling app-specific lighting questions - more specifically, questions pertaining to ""light"" entities within an application? <strong>NOT OK</strong></li>
</ul>

<p>But most importantly</p>

<ul>
<li>Does the question pertain to a problem that can transcend a specific modeling app?</li>
</ul>

<p><em>These</em> are the types of questions I've been asking myself when reviewing these first posts on this stack.</p>
",ComputerGraphicmeta,got vibe area51 proposal thought stack computer graphics theory research programming implementation anything similar focuses would quite bit overlap included app specific modeling questions general far scripting environments within specific modeling applications ask question pertain fundamental computer graphics concept works ok question pertain specific function modeling application works ok question pertain visual defect occurring suspect code ok question pertain visual defect occurring due potential bug modeling application ok question ask lighting concepts lighting related shader code lighting defects resulting code etc ok question ask modeling app specific lighting questions specifically questions pertaining light entities within application ok importantly question pertain problem transcend specific modeling app types questions asking reviewing first posts stack
3,"<p>It's tough to make a hard decision on this at the moment. We can't really anticipate yet what the question landscape around here is going to look like and it probably depends a lot on that.</p>

<p>For now I'd suggest using a finer granularity. Separate tags for separate shader stages definitely make sense. We can always create synonyms or burninate tags later on. My general opinion on tagging is that there's a reason a question can have up to 5 tags. As long as we don't run into trouble adding all applicable tags within this limit, I think more is better, because it allows for more effective filtering of questions.</p>
",ComputerGraphicmeta,tough make hard decision moment really anticipate yet question landscape around going look like probably depends lot would suggest using finer granularity separate tags separate shader stages definitely make sense always create synonyms burninate tags later general opinion tagging reason question 5 tags long run trouble adding applicable tags within limit think better allows effective filtering questions
3,"<p>As of now, I haven't seen any questions that neccesarily need MathJax formatting, but I'm sure that at some point it'll be needed.</p>

<p>Should we have MathJax support?</p>
",ComputerGraphicmeta,seen questions neccesarily need mathjax formatting sure point needed mathjax support
3,"<p>Why isn't the reputation between meta/the main site being linked up?</p>
<blockquote>
<p><a href=""https://i.stack.imgur.com/4dUVT.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/4dUVT.png"" alt=""meta rep"" /></a></p>
<p><a href=""https://i.stack.imgur.com/krZEI.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/krZEI.png"" alt=""main site rep"" /></a></p>
</blockquote>
",ComputerGraphicmeta,reputation meta main site linked
3,"<p><strong>Edited to clarify my opinion, feel free to change your vote.</strong></p>

<p>Computer graphics can be very maths-heavy so I think MathJax would be a great addition to this site. <strong>I think we should definitely get MathJax</strong>, but the community should be aware of the following side effects of activating it:</p>

<p>We've had MathJax for a short while on CodeGolf.SE, and <a href=""http://meta.codegolf.stackexchange.com/q/5043/8478"">there is at least one bug</a> that may affect Stack Snippets if we get them as well. This is probably not a big deal on this site, but should be kept in mind. The other minor drawback is that posts containing MathJax look pretty messy in the search results, but all the other sites using MathJax seem to be getting along with that as well.</p>
",ComputerGraphicmeta,edited clarify opinion feel free change vote computer graphics maths heavy think mathjax would great addition site think definitely get mathjax community aware following side effects activating mathjax short codegolfse may affect stack snippets get well probably big deal site kept mind minor drawback posts containing mathjax look pretty messy search results sites using mathjax seem getting along well
3,"<p>Caching. Meta rep always takes a while to refresh (on all sites). If it still hasn't caught up in an hour or two, you may begin to get worried.</p>
",ComputerGraphicmeta,caching meta rep always takes refresh sites still caught hour two may begin get worried
3,"<p>Yes, definitely. While there might not yet be a question that really needs it, once the first matrix and vector computations come in -- and they <em>will</em> definitely come and seem well-fit here (as they did in the previous iteration of that site) -- we'll definitely need it for that stuff to looks reasonably good and not be a pain to write (e.g. by misusing code blocks).</p>

<p>And that's not even everything there is to it. There's other geometric computations, complex rendering integrals, you name it. So <strong>yeah, we definitely should have MathJax, and we should have it <em>NAOH</em>!</strong></p>
",ComputerGraphicmeta,yes definitely might yet question really needs first matrix vector computations come definitely come seem well fit previous iteration site definitely need stuff looks reasonably good pain write eg misusing code blocks even everything geometric computations complex rendering integrals name yeah definitely mathjax naoh
3,"<p>I posted <a href=""https://computergraphics.stackexchange.com/q/19/16"">a question about procedural noise</a> (one of two example questions about noise from the Definition phase which received 10 upvotes), and got a close vote ""because it doesn't pertain to computer graphics programming specifically"". So a meta discussion it is...</p>

<p>Are questions about procedural graphics generation in general and noise functions in particular on topic for this site?</p>
",ComputerGraphicmeta,posted one two example questions noise definition phase received 10 upvotes got close vote pertain computer graphics programming specifically meta discussion questions procedural graphics generation general noise functions particular topic site
3,"<p>The reason why I raised a VTC flag is because it doesn't ask a question regarding computer graphics, specifically. Noise generation is useful in many fields, not just computer graphics (or programming in general). It's a mathematical algorithm that isn't graphics specific.</p>

<p>That being said, Perlin (and now, I suppose, simplex) noise is <em>very</em> common throughout the computer graphics field (<a href=""https://gamedev.stackexchange.com/a/18843/18302"">Minecraft, anyone?</a>). A slight rewording of the question would definitely make it on-topic.</p>

<hr>

<p>That being said, the question as it stands, arguably on/off topic, is still a good question that I'd personally love to see answered.</p>
",ComputerGraphicmeta,reason raised vtc flag ask question regarding computer graphics specifically noise generation useful many fields computer graphics programming general mathematical algorithm graphics specific said perlin suppose simplex noise common throughout computer graphics field slight rewording question would definitely make topic said question stands arguably topic still good question would personally love see answered
3,"<p>Full disclaimer: I'm not a part of the original Area51 proposal past committing to it.</p>

<hr>

<p>There has been a <em>lot</em> of discussion (as there should be) on the exact scope of this stack. Here is how I am <em>personally</em> angling myself:</p>

<p>First off, the <a href=""http://area51.stackexchange.com/proposals/74985/computer-graphics"">original description</a> for CG.SE was</p>

<blockquote>
  <p>[A stack for] computer graphics researchers and programmers.</p>
</blockquote>

<p>which</p>

<blockquote>
  <p>[i]ncludes discussion of image processing, computational geometry and topology, ray tracing technologies, graphics libraries, gpgpu, specific graphics cards questions, and performance related questions.</p>
</blockquote>

<p>For completeness, here are the top 5 questions from the definition phase:</p>

<ul>
<li><a href=""http://area51.stackexchange.com/proposals/74985/computer-graphics/74997#74997"">Are there any advantages of using CPU over GPU for rendering?</a></li>
<li><a href=""http://area51.stackexchange.com/proposals/74985/computer-graphics/74996#74996"">How can I improve the quality of my realtime shadows?</a></li>
<li><a href=""http://area51.stackexchange.com/proposals/74985/computer-graphics/75043#75043"">what is the difference between radiance and irradiance and how are they related to photometry ?</a></li>
<li><a href=""http://area51.stackexchange.com/proposals/74985/computer-graphics/75198#75198"">What metrics are used to compare performance of real-time raytracers implementations?</a></li>
<li><a href=""http://area51.stackexchange.com/proposals/74985/computer-graphics/81309#81309"">When to use unit quaternions to represent 3D rotations (and when not)?</a></li>
</ul>

<hr>

<p>When assessing the on-topic-ness of a question, I've been asking myself a few simple questions:</p>

<ul>
<li>Does it pertain to a fundamental concept of graphics computation?</li>
<li>Does it transcend a specific application? / Can the root problem be applicable to more than one specific modeling program?</li>
<li>Does it (could it) pertain to code, or could the solution be easily transferred into code?

<ul>
<li><em>(More specifically, is this question about lighting in general, or computer graphics lighting, etc.)</em></li>
</ul></li>
</ul>

<p>To me, that is the <strong>rigid, undeniable scope</strong> of this stack.</p>

<hr>

<p>That being said, there has been <a href=""https://computergraphics.meta.stackexchange.com/questions/23/are-questions-about-procedural-noise-on-topic"">some discussion</a> about questions <em>relating</em> to graphics computation, though not specifically talking about it.</p>

<p>The linked question asks about perlin noise. As <a href=""http://chat.stackexchange.com/transcript/message/23215846#23215846"">pointed out by Tom Cody</a>, perlin noise is predominately used in computer graphics (though, since it is a mathematical algorithm, it can be used in any field that requires multi-dimensional randomness).</p>

<p>These quasi-off-topic questions are tricky, because it comes down to determining whether or not such topics are prevalent in the graphics community. As well, it must be determined if these topics will go out of scope over time.</p>

<p>Such outliers should be handled on a per-case basis.</p>
",ComputerGraphicmeta,full disclaimer part original area51 proposal past committing lot discussion exact scope stack personally angling first cgse stack computer graphics researchers programmers includes discussion image processing computational geometry topology ray tracing technologies graphics libraries gpgpu specific graphics cards questions performance related questions completeness top 5 questions definition phase assessing topic ness question asking simple questions pertain fundamental concept graphics computation transcend specific application root problem applicable one specific modeling program could pertain code could solution easily transferred code specifically question lighting general computer graphics lighting etc rigid undeniable scope stack said questions relating graphics computation though specifically talking linked question asks perlin noise perlin noise predominately used computer graphics though since mathematical algorithm used field requires multi dimensional randomness quasi topic questions tricky comes determining whether topics prevalent graphics community well must determined topics go scope time outliers handled per case basis
3,"<p>While we're discussing which optional features this SE needs, let's get the discussion about <a href=""http://blog.stackexchange.com/2014/09/introducing-runnable-javascript-css-and-html-code-snippets/"">Stack Snippets</a> out of the way.</p>

<p>Stack Snippets allow you to run JavaScript code right inside a post, which is great for small demos. I'm not sure how big the benefit would be here on CG.SE (due to the limitation to JavaScript), but I could imagine some great answers which contain a minimal working demo using WebGL.</p>

<p>The one drawback I can think of is an existing <a href=""http://meta.codegolf.stackexchange.com/q/5043/8478"">bug of the MathJax implementation</a> which pops up quite commonly when using Stack Snippets, due to the ubiquity of <code>$</code> in jQuery. This can definitely be worked around, but it's not ideal and definitely something to keep in mind.</p>

<p><strong>Do we want Stack Snippets?</strong></p>
",ComputerGraphicmeta,discussing optional features se needs let get discussion way stack snippets allow run javascript code right inside post great small demos sure big benefit would cgse due limitation javascript could imagine great answers contain minimal working demo using webgl one drawback think existing pops quite commonly using stack snippets due ubiquity jquery definitely worked around ideal definitely something keep mind want stack snippets
3,"<h1>Yes, but...</h1>

<p>Live WebGL demos sound like a great opportunity for high-quality answers. But MathJax should have priority.</p>

<p>So, <strong><a href=""https://computergraphics.meta.stackexchange.com/q/18/16"">if we do want MathJax</a></strong>, we should wait with Stack Snippets until the bug mentioned in the question is fixed.</p>

<p><em>Edit:</em> I personally no longer think this makes sense. Have a look at trichoplax's answer and feel free to change your vote.</p>
",ComputerGraphicmeta,yes live webgl demos sound like great opportunity high quality answers mathjax priority wait stack snippets bug mentioned question fixed edit personally longer think makes sense look trichoplax answer feel free change vote
3,"<p>I'm tempted to say yes, due to the fact that there's only about 5 such questions on Code Review. But on the other hand, that site is the correct place to ask questions on <strong>how to improve working code</strong>. As an active user of CR, I'd also like to see more questions relating to shaders over there, so I'm a bit biased.</p>

<p>I think if the code is working and the user is looking to make it cleaner / better / more concise, It belongs to Code Review. Questions asking for suggestions on how to improve efficiency or performance of shaders would also be a fit for CR, but I doubt these questions would find a lot of help on that regard over there at the current stage. The site just doesn't have enough reviewers that are comfortable with shader optimizations. </p>

<p>So disagreeing with @robobenklein's comment, reviews looking to improve performance are a better fit in here, optimizing shaders is an expert area. Making code more readable / maintainable / scalable is definitely a Code Review topic for any language.</p>
",ComputerGraphicmeta,tempted say yes due fact 5 questions code review hand site correct place ask questions improve working code active user cr would also like see questions relating shaders bit biased think code working user looking make cleaner better concise belongs code review questions asking suggestions improve efficiency performance shaders would also fit cr doubt questions would find lot help regard current stage site enough reviewers comfortable shader optimizations disagreeing robobenklein comment reviews looking improve performance better fit optimizing shaders expert area making code readable maintainable scalable definitely code review topic language
3,"<p>Yes, noise generation is very common in computer graphics and questions about noise generation algorithms for graphics are certainly on-topic here.</p>
",ComputerGraphicmeta,yes noise generation common computer graphics questions noise generation algorithms graphics certainly topic
3,"<p>There were a number of discussions <a href=""https://area51.stackexchange.com/proposals/74985?phase=commitment"">back on Area 51</a> of what the scope of our site should be, and what should be on-topic or off-topic.  I'll quote part of <a href=""https://area51.meta.stackexchange.com/a/17427/111139"">an answer I made there</a> as it seems relevant:</p>
<blockquote>
<p>This is fundamentally a <em>programming</em> site, as opposed to a site about art or design. We want questions that you'd encounter in the course of coding a renderer, basically. (Either a 2D or 3D renderer. Either real-time or offline. Either running on a GPU or not. Creating either photorealistic images or non-photorealistic ones, etc.)</p>
<p>What <em>wouldn't</em> be on-topic, for instance, would be questions about how to use 3D modeling tools, or how to create a skybox in Photoshop, or how to select a color palette for lighting a scene. Added to that, I guess we probably would not want questions about how to use specific 3D engines, e.g. &quot;how can I increase shadow quality in Unity/UE4/whatever&quot;. (Maybe I'm wrong about that, but I don't consider such questions very interesting, and I think they belong on an engine-specific community site.)</p>
</blockquote>
<p>The appropriateness of engine-specific or tool-specific questions was probably the issue people disagreed about the most.  I argued against such questions above, but some others argued that questions specifically about Unity, UE4, Maya, Houdini, etc. were fine.  I think we'll have to give it a try and refine our criteria as we go.  The main concern for me about such questions is that they have to do with <em>programming</em> with those tools, as opposed to just <em>using</em> the tools.  For instance, I can see questions about how to build a custom exporter plugin for Maya, or how to implement rendering technique X in UE4, as potentially on-topic.</p>
<p>Also, I want to expand a bit to say that not just rendering, but other related areas such as image processing, particles/fluids/cloth simulation, geometry processing (e.g. CSG, voxelization, remeshing), procedural geometry/texture generation and such things like that are probably on topic here as well.  Maybe parts of computer vision too.  Again, we'll probably have to refine the &quot;edges&quot; as we go.</p>
",ComputerGraphicmeta,number discussions scope site topic topic quote part seems relevant fundamentally programming site opposed site art design want questions would encounter course coding renderer basically either 2d 3d renderer either real time offline either running gpu creating either photorealistic images non photorealistic ones etc would topic instance would questions use 3d modeling tools create skybox photoshop select color palette lighting scene added guess probably would want questions use specific 3d engines eg maybe wrong consider questions interesting think belong engine specific community site appropriateness engine specific tool specific questions probably issue people disagreed argued questions others argued questions specifically unity ue4 maya houdini etc fine think give try refine criteria go main concern questions programming tools opposed using tools instance see questions build custom exporter plugin maya implement rendering technique x ue4 potentially topic also want expand bit say rendering related areas image processing particles fluids cloth simulation geometry processing eg csg voxelization remeshing procedural geometry texture generation things like probably topic well maybe parts computer vision probably refine go
3,"<h2>Direct Illumination</h2>

<p>Because you're asking questions, receiving answers directly from other people, and being illuminated as a result.</p>
",ComputerGraphicmeta,direct illumination asking questions receiving answers directly people illuminated result
3,"<p>GPGPU is not always about graphics.But CUDA and OpenCL are also used for Graphics interop with graphics libs like OpenGL and D3D.So is it ok asking CUDA/OpenCL related questions here?</p>
",ComputerGraphicmeta,gpgpu always graphicsbut cuda opencl also used graphics interop graphics libs like opengl d3dso ok asking cuda opencl related questions
3,"<p>I'd say yes, as long as the question relates at least tangentially to graphics.  </p>

<p>For instance, questions about using CUDA/OpenCL for image processing or physics simulation are probably fine, but questions about how to use it for protein folding or stock options pricing are probably not on-topic here. :)</p>
",ComputerGraphicmeta,would say yes long question relates least tangentially graphics instance questions using cuda opencl image processing physics simulation probably fine questions use protein folding stock options pricing probably topic
